"id","displayName","name","title","brand","merchant","retailer","category","price","purchaseUrl","asin","imageUrl","imageApproved","isCurated","active","swipeEligible"
"1Ugc7BgT2nM8O83ADMiR","Cozy Bench","Cozy Bench","Cozy Bench","SwipeShop Studio","Amazon","Amazon","storage","155.99","https://www.amazon.ca/dp/B084SN2GD7/ref=nosim?tag=YOURREALTAG-20","B084SN2GD7","https://picsum.photos/seed/seating_193/600/600","no","no","yes","no"
"1XUoQVMrPBrQkhbqgm3u","Bold Table Lamp","Bold Table Lamp","Bold Table Lamp","SwipeShop Studio","Amazon","Amazon","lighting","64.99","https://www.amazon.ca/dp/B0DHL46YF2/ref=nosim?tag=YOURREALTAG-20","B0DHL46YF2","https://picsum.photos/seed/lighting_46/600/600","no","no","yes","no"
"25rsjAVfziaNsnTEJiWl","Minimal Round Mirror","Minimal Round Mirror","Minimal Round Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","62.99","https://www.amazon.ca/dp/B0DGXDWNG4/ref=nosim?tag=YOURREALTAG-20","B0DGXDWNG4","https://picsum.photos/seed/mirrors_132/600/600","no","no","yes","no"
"2bllusfsCmNnvXQuBd2U","Minimal Runner Rug","Minimal Runner Rug","Minimal Runner Rug","SwipeShop Studio","Amazon","Amazon","storage","103.99","https://www.amazon.ca/dp/B0D9P5N6BJ/ref=nosim?tag=YOURREALTAG-20","B0D9P5N6BJ","https://picsum.photos/seed/rugs_39/600/600","no","no","yes","no"
"2gXrsxN5L1f6r2nWma5T","Soft Serving Tray","Soft Serving Tray","Soft Serving Tray","SwipeShop Studio","Amazon","Amazon","storage","31.99","https://www.amazon.ca/dp/B0D63B75M9/ref=nosim?tag=YOURREALTAG-20","B0D63B75M9","https://picsum.photos/seed/kitchen_decor_115/600/600","no","no","yes","no"
"2l2YxTiWCalduZnXhryV","Modern Stool","Modern Stool","Modern Stool","SwipeShop Studio","Amazon","Amazon","storage","173.99","https://www.amazon.ca/dp/B08RYRYTLB/ref=nosim?tag=YOURREALTAG-20","B08RYRYTLB","https://picsum.photos/seed/seating_139/600/600","no","no","yes","no"
"2rt88QgqOQfvU8FfH5tr","Modern Area Rug","Modern Area Rug","Modern Area Rug","SwipeShop Studio","Amazon","Amazon","storage","94.99","https://www.amazon.ca/dp/B0F3Y4NLSL/ref=nosim?tag=YOURREALTAG-20","B0F3Y4NLSL","https://picsum.photos/seed/rugs_66/600/600","no","no","yes","no"
"3CI067BHtUQfr5Gl8nX9","Minimal Side Table","Minimal Side Table","Minimal Side Table","SwipeShop Studio","Amazon","Amazon","storage","153.99","https://www.amazon.ca/dp/B0DDPY7Y8D/ref=nosim?tag=YOURREALTAG-20","B0DDPY7Y8D","https://picsum.photos/seed/tables_79/600/600","no","no","yes","no"
"3IvvkM1cjwWKvWe2xqWz","Modern Area Rug","Modern Area Rug","Modern Area Rug","SwipeShop Studio","Amazon","Amazon","storage","106.99","https://www.amazon.ca/dp/B0DFQBDTH1/ref=nosim?tag=YOURREALTAG-20","B0DFQBDTH1","https://picsum.photos/seed/rugs_100/600/600","no","no","yes","no"
"3MACvF4c8REBDFb1aYjw","Modern Indoor Plant","Modern Indoor Plant","Modern Indoor Plant","SwipeShop Studio","Amazon","Amazon","plants","30.99","https://www.amazon.ca/dp/B0CBYLJSGG/ref=nosim?tag=YOURREALTAG-20","B0CBYLJSGG","https://picsum.photos/seed/plants_173/600/600","no","no","yes","no"
"3TIxQTdGFSBb7x9Z7g5e","Wood Side Table","Wood Side Table","Wood Side Table","SwipeShop Studio","Amazon","Amazon","storage","69.99","https://www.amazon.ca/dp/B0CC2B8DYK/ref=nosim?tag=YOURREALTAG-20","B0CC2B8DYK","https://picsum.photos/seed/tables_02/600/600","no","no","yes","no"
"3XXA6Rx0r7qULUk3xLFK","Vintage Pattern Rug","Vintage Pattern Rug","Vintage Pattern Rug","SwipeShop Studio","Amazon","Amazon","storage","109.99","https://www.amazon.ca/s?k=Vintage%20Pattern%20Rug%20SwipeShop%20Studio%20Rugs","","https://picsum.photos/seed/rugs_02/600/600","no","no","yes","no"
"3i91qW7P7YyclDNkMvez","Minimal Storage Basket","Minimal Storage Basket","Minimal Storage Basket","SwipeShop Studio","Amazon","Amazon","storage","41.99","https://www.amazon.ca/s?k=Minimal%20Storage%20Basket%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_125/600/600","no","no","yes","no"
"3jCrenVGzmN4a4gdgSOF","Cozy Organizer","Cozy Organizer","Cozy Organizer","SwipeShop Studio","Amazon","Amazon","storage","53.99","https://www.amazon.ca/s?k=Cozy%20Organizer%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_149/600/600","no","no","yes","no"
"3kJktPZUIZ9zxjLfwYqP","Modern Area Rug","Modern Area Rug","Modern Area Rug","SwipeShop Studio","Amazon","Amazon","storage","85.99","https://www.amazon.ca/s?k=Modern%20Area%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_183/600/600","no","no","yes","no"
"3qgBcY9VFMj8K5yccaic","Modern Wool Rug","Modern Wool Rug","Modern Wool Rug","SwipeShop Studio","Amazon","Amazon","storage","97.99","https://www.amazon.ca/s?k=Modern%20Wool%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_197/600/600","no","no","yes","no"
"3wW1gb9Z9Uu8AzHrBNpk","Neutral Side Table","Neutral Side Table","Neutral Side Table","SwipeShop Studio","Amazon","Amazon","storage","156.99","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_200/600/600","no","no","yes","no"
"3zkE7QBUmNiBcCuK2jqS","Neutral Sheet Set","Neutral Sheet Set","Neutral Sheet Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","87.99","https://www.amazon.ca/s?k=Neutral%20Sheet%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_27/600/600","no","no","yes","no"
"412yQa2CNdSB3vhDwEeQ","Soft Bench","Soft Bench","Soft Bench","SwipeShop Studio","Amazon","Amazon","storage","173.99","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_19/600/600","no","no","yes","no"
"45Rpj421wRUEt3uUj3X1","Classic Wall Poster","Classic Wall Poster","Classic Wall Poster","SwipeShop Studio","Amazon","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_58/600/600","no","no","yes","no"
"47YsotDqXp9BEhfpv0EJ","Soft Floor Lamp","Soft Floor Lamp","Soft Floor Lamp","SwipeShop Studio","Amazon","Amazon","lighting","52.99","https://www.amazon.ca/s?k=Soft%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_102/600/600","no","no","yes","no"
"4PNJeqmQbezgstreV1Rt","Bold Accent Chair","Bold Accent Chair","Bold Accent Chair","SwipeShop Studio","Amazon","Amazon","storage","167.99","https://www.amazon.ca/s?k=Bold%20Accent%20Chair%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_137/600/600","no","no","yes","no"
"4Zv6M1Jic8q4Luh3ldHM","Modern Indoor Plant","Modern Indoor Plant","Modern Indoor Plant","SwipeShop Studio","Amazon","Amazon","plants","42.99","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_37/600/600","no","no","yes","no"
"50hRpp0WyhPKOWYg3irI","Minimal Runner Rug","Minimal Runner Rug","Minimal Runner Rug","SwipeShop Studio","Amazon","Amazon","storage","85.99","https://www.amazon.ca/s?k=Minimal%20Runner%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_113/600/600","no","no","yes","no"
"58CKdM5EQMF8HYsFeoKl","Bold Vanity Mirror","Bold Vanity Mirror","Bold Vanity Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","77.99","https://www.amazon.ca/s?k=Bold%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_47/600/600","no","no","yes","no"
"5HvlSDZ0FaoEO2w7aXYF","Cozy Canvas Art","Cozy Canvas Art","Cozy Canvas Art","SwipeShop Studio","Amazon","Amazon","wall-decor","48.99","https://www.amazon.ca/s?k=Cozy%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_4/600/600","no","no","yes","no"
"5XV87SntrqfajztESE9k","Classic Wool Rug","Classic Wool Rug","Classic Wool Rug","SwipeShop Studio","Amazon","Amazon","storage","103.99","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_29/600/600","no","no","yes","no"
"5XpQgajn5f7unUDbpTUS","Neutral Sheet Set","Neutral Sheet Set","Neutral Sheet Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","84.99","https://www.amazon.ca/s?k=Neutral%20Sheet%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_136/600/600","no","no","yes","no"
"5upfzXXsGsKdnwLTrmR1","Minimal Coffee Table","Minimal Coffee Table","Minimal Coffee Table","SwipeShop Studio","Amazon","Amazon","storage","153.99","https://www.amazon.ca/s?k=Minimal%20Coffee%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_39/600/600","no","no","yes","no"
"662vt88BXlU1YuUq7kzd","Classic Shelf Unit","Classic Shelf Unit","Classic Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","44.99","https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_26/600/600","no","no","yes","no"
"68AZTsMnHgF8i0HJxih8","Cozy Shelf Unit","Cozy Shelf Unit","Cozy Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","41.99","https://www.amazon.ca/s?k=Cozy%20Shelf%20Unit%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_65/600/600","no","no","yes","no"
"6NQr8xNQTi7qJ4PKUy13","Soft Framed Print","Soft Framed Print","Soft Framed Print","SwipeShop Studio","Amazon","Amazon","wall-decor","48.99","https://www.amazon.ca/s?k=Soft%20Framed%20Print%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_74/600/600","no","no","yes","no"
"6dH434bIm7GC2IplbR6F","Modern Pillow Set","Modern Pillow Set","Modern Pillow Set","SwipeShop Studio","Amazon","Amazon","cozy-bedroom","87.99","https://www.amazon.ca/s?k=Modern%20Pillow%20Set%20SwipeShop%20Studio%20bedding","","https://picsum.photos/seed/bedding_177/600/600","no","no","yes","no"
"6h4oNBT8SWgZG9myI8jU","Neutral Pendant Light","Neutral Pendant Light","Neutral Pendant Light","SwipeShop Studio","Amazon","Amazon","lighting","73.99","https://www.amazon.ca/s?k=Neutral%20Pendant%20Light%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_169/600/600","no","no","yes","no"
"6nX61zTS0T5yAB2FK5IJ","Minimal Serving Tray","Minimal Serving Tray","Minimal Serving Tray","SwipeShop Studio","Amazon","Amazon","storage","28.99","https://www.amazon.ca/s?k=Minimal%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_114/600/600","no","no","yes","no"
"6wtOmNX5qQ4rXcfrKhba","Modern Area Rug","Modern Area Rug","Modern Area Rug","SwipeShop Studio","Amazon","Amazon","storage","97.99","https://www.amazon.ca/s?k=Modern%20Area%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_77/600/600","no","no","yes","no"
"71zPtMZHKYe8jb2WhUK2","Modern Ceramic Set","Modern Ceramic Set","Modern Ceramic Set","SwipeShop Studio","Amazon","Amazon","storage","34.99","https://www.amazon.ca/s?k=Modern%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_136/600/600","no","no","yes","no"
"7SdJ91CScknwY505lNT1","Minimal Framed Print","Minimal Framed Print","Minimal Framed Print","SwipeShop Studio","Amazon","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Minimal%20Framed%20Print%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_188/600/600","no","no","yes","no"
"7lsII38thluMshsmjsqv","Soft Framed Print","Soft Framed Print","Soft Framed Print","SwipeShop Studio","Amazon","Amazon","wall-decor","57.99","https://www.amazon.ca/s?k=Soft%20Framed%20Print%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_177/600/600","no","no","yes","no"
"7nbrSWjG1EL3ZPZhFo4S","Cozy Potted Plant","Cozy Potted Plant","Cozy Potted Plant","SwipeShop Studio","Amazon","Amazon","plants","33.99","https://www.amazon.ca/s?k=Cozy%20Potted%20Plant%20SwipeShop%20Studio%20plants","","https://picsum.photos/seed/plants_174/600/600","no","no","yes","no"
"7pMmtKvfIrfzREElATdH","Cozy Vanity Mirror","Cozy Vanity Mirror","Cozy Vanity Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_52/600/600","no","no","yes","no"
"7vUInzzbM6RX2yfvJlw2","Classic Coffee Table","Classic Coffee Table","Classic Coffee Table","SwipeShop Studio","Amazon","Amazon","storage","144.99","https://www.amazon.ca/s?k=Classic%20Coffee%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_116/600/600","no","no","yes","no"
"879mM2ZfJNtaYbH1ErWp","Minimal Organizer","Minimal Organizer","Minimal Organizer","SwipeShop Studio","Amazon","Amazon","storage","32.99","https://www.amazon.ca/s?k=Minimal%20Organizer%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_142/600/600","no","no","yes","no"
"8GKqjfjp2vNGMENqj03p","Classic Kitchen Decor","Classic Kitchen Decor","Classic Kitchen Decor","SwipeShop Studio","Amazon","Amazon","storage","19.99","https://www.amazon.ca/s?k=Classic%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_91/600/600","no","no","yes","no"
"8MGVqC5R9DFja2P4xHlv","Soft Coffee Table","Soft Coffee Table","Soft Coffee Table","SwipeShop Studio","Amazon","Amazon","storage","144.99","https://www.amazon.ca/s?k=Soft%20Coffee%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_56/600/600","no","no","yes","no"
"8Z0NieE2XyDTyqv3nNL1","Cozy Accent Chair","Cozy Accent Chair","Cozy Accent Chair","SwipeShop Studio","Amazon","Amazon","storage","152.99","https://www.amazon.ca/s?k=Cozy%20Accent%20Chair%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_142/600/600","no","no","yes","no"
"8eE3gMAxLARVgGGTI632","Soft Table Lamp","Soft Table Lamp","Soft Table Lamp","SwipeShop Studio","Amazon","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Soft%20Table%20Lamp%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_130/600/600","no","no","yes","no"
"8joz5ayFmSriprsu5mSc","Minimal Shelf Unit","Minimal Shelf Unit","Minimal Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","139.99","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20Storage","","https://picsum.photos/seed/storage_02/600/600","no","no","yes","no"
"8zM7Jg35UOAuZkSxTlNk","Soft Floor Lamp","Soft Floor Lamp","Soft Floor Lamp","SwipeShop Studio","Amazon","Amazon","lighting","70.99","https://www.amazon.ca/s?k=Soft%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_128/600/600","no","no","yes","no"
"96Tk11l4wOaeSCYOpbtY","Modern Floor Lamp","Modern Floor Lamp","Modern Floor Lamp","SwipeShop Studio","Amazon","Amazon","lighting","55.99","https://www.amazon.ca/s?k=Modern%20Floor%20Lamp%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_23/600/600","no","no","yes","no"
"98UB6BmA30SRodXMqLZC","Classic Canvas Art","Classic Canvas Art","Classic Canvas Art","SwipeShop Studio","Amazon","Amazon","wall-decor","54.99","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_166/600/600","no","no","yes","no"
"9QV8YuewU5ZTwfDOho8M","Soft Bench","Soft Bench","Soft Bench","SwipeShop Studio","Amazon","Amazon","storage","155.99","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_23/600/600","no","no","yes","no"
"9WvH9C3o7Mprjqogh42d","Minimal Console Table","Minimal Console Table","Minimal Console Table","SwipeShop Studio","Amazon","Amazon","storage","129.99","https://www.amazon.ca/s?k=Minimal%20Console%20Table%20SwipeShop%20Studio%20Tables","","https://picsum.photos/seed/tables_03/600/600","no","no","yes","no"
"9YNOvVfKZF2HAW0XyHfz","Soft Accent Chair","Soft Accent Chair","Soft Accent Chair","SwipeShop Studio","Amazon","Amazon","storage","167.99","https://www.amazon.ca/s?k=Soft%20Accent%20Chair%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_17/600/600","no","no","yes","no"
"9dFmATIaupwQyV8jMoeX","Neutral Wool Rug","Neutral Wool Rug","Neutral Wool Rug","SwipeShop Studio","Amazon","Amazon","storage","103.99","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_79/600/600","no","no","yes","no"
"9vnngoq5Ey0CLrswiJFg","Minimal Bench","Minimal Bench","Minimal Bench","SwipeShop Studio","Amazon","Amazon","storage","176.99","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_180/600/600","no","no","yes","no"
"9yxtGnYVduCs3ZczS4t5","Neutral Console Table","Neutral Console Table","Neutral Console Table","SwipeShop Studio","Amazon","Amazon","storage","150.99","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables","","https://picsum.photos/seed/tables_158/600/600","no","no","yes","no"
"A7PeBUvoCb3brse6q1lC","Cozy Vanity Mirror","Cozy Vanity Mirror","Cozy Vanity Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_2/600/600","no","no","yes","no"
"AE9cH4btnjlLoBbCQfXc","Classic Bench","Classic Bench","Classic Bench","SwipeShop Studio","Amazon","Amazon","storage","176.99","https://www.amazon.ca/s?k=Classic%20Bench%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_170/600/600","no","no","yes","no"
"ASkgYbBiaxTYCH6NlQ41","Classic Wall Mirror","Classic Wall Mirror","Classic Wall Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","71.99","https://www.amazon.ca/s?k=Classic%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_45/600/600","no","no","yes","no"
"ATLemfWOdFmQ67A9Ultx","Modern Shelf Unit","Modern Shelf Unit","Modern Shelf Unit","SwipeShop Studio","Amazon","Amazon","storage","35.99","https://www.amazon.ca/s?k=Modern%20Shelf%20Unit%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_93/600/600","no","no","yes","no"
"AVhqllYH8HD3EIX5x4tb","Modern Vanity Mirror","Modern Vanity Mirror","Modern Vanity Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","59.99","https://www.amazon.ca/s?k=Modern%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_191/600/600","no","no","yes","no"
"AhWQByDizdet2QOvKlse","Minimal Wall Poster","Minimal Wall Poster","Minimal Wall Poster","SwipeShop Studio","Amazon","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Minimal%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_148/600/600","no","no","yes","no"
"AiIxLrZeSPXNK4KnCqn2","Bold Pendant Light","Bold Pendant Light","Bold Pendant Light","SwipeShop Studio","Amazon","Amazon","lighting","64.99","https://www.amazon.ca/s?k=Bold%20Pendant%20Light%20SwipeShop%20Studio%20lighting","","https://picsum.photos/seed/lighting_16/600/600","no","no","yes","no"
"AinFjKrLSkDHZ2bQxBFr","Bold Wall Poster","Bold Wall Poster","Bold Wall Poster","SwipeShop Studio","Amazon","Amazon","wall-decor","45.99","https://www.amazon.ca/s?k=Bold%20Wall%20Poster%20SwipeShop%20Studio%20wall_art","","https://picsum.photos/seed/wall_art_103/600/600","no","no","yes","no"
"B4JpjRxtZjLL27uuAPDA","Minimal Storage Basket","Minimal Storage Basket","Minimal Storage Basket","SwipeShop Studio","Amazon","Amazon","storage","32.99","https://www.amazon.ca/s?k=Minimal%20Storage%20Basket%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_172/600/600","no","no","yes","no"
"B9wTLFkCR07DDoZFPTga","Classic Organizer","Classic Organizer","Classic Organizer","SwipeShop Studio","Amazon","Amazon","storage","44.99","https://www.amazon.ca/s?k=Classic%20Organizer%20SwipeShop%20Studio%20storage","","https://picsum.photos/seed/storage_146/600/600","no","no","yes","no"
"BXFtGgQbDjzmuBP6hh9P","Minimal Stool","Minimal Stool","Minimal Stool","SwipeShop Studio","Amazon","Amazon","storage","167.99","https://www.amazon.ca/s?k=Minimal%20Stool%20SwipeShop%20Studio%20seating","","https://picsum.photos/seed/seating_127/600/600","no","no","yes","no"
"BYmMOYmOWhlXTiLneaSM","Hanging Plant Pot","Hanging Plant Pot","Hanging Plant Pot","SwipeShop Studio","Amazon","Amazon","plants","19.99","https://www.amazon.ca/s?k=Hanging%20Plant%20Pot%20SwipeShop%20Studio%20Plants","","https://picsum.photos/seed/plants_03/600/600","no","no","yes","no"
"Bcjj69T9i0clSLvLRCt4","Soft Wall Mirror","Soft Wall Mirror","Soft Wall Mirror","SwipeShop Studio","Amazon","Amazon","mirrors","86.99","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors","","https://picsum.photos/seed/mirrors_100/600/600","no","no","yes","no"
"BezxnEQkO78i5hua9HFU","Bold Serving Tray","Bold Serving Tray","Bold Serving Tray","SwipeShop Studio","Amazon","Amazon","storage","19.99","https://www.amazon.ca/s?k=Bold%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor","","https://picsum.photos/seed/kitchen_decor_171/600/600","no","no","yes","no"
"Bj2KF1qA7148VznNzIvs","Soft Wool Rug","Soft Wool Rug","Soft Wool Rug","SwipeShop Studio","Amazon","Amazon","storage","82.99","https://www.amazon.ca/s?k=Soft%20Wool%20Rug%20SwipeShop%20Studio%20rugs","","https://picsum.photos/seed/rugs_72/600/600","no","no","yes","no"
