id,title,merchant,brand,asin,active,swipeEligible,imageApproved,isCurated,purchaseUrl,imageUrl
nLo9o6x6y2jkZU7ujQnf,Bold Area Rug,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Area%20Rug%20SwipeShop%20Studio%20rugs,https://picsum.photos/seed/rugs_80/600/600
p0mgBVXaPwmrRSIBdWBb,Bold Bench,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Bench%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_25/600/600
tkKf8JIQnRtCBVPdM29v,Bold Bench,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Bench%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_107/600/600
UDmKGt5BjOIaWjgT6AB0,Bold Canvas Art,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Canvas%20Art%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_129/600/600
WS9odWgps2KW2xmBqI0U,Bold Canvas Art,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Canvas%20Art%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_105/600/600
ZTItaQCUe7vea3t8HFu6,Bold Canvas Art,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Canvas%20Art%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_34/600/600
Cy0ImK5LbFry1rvyoOik,Bold Ceramic Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_88/600/600
GyqkpejgA81pSmDoo3u0,Bold Ceramic Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_98/600/600
K4LYrvjpYtwWgNLJxhjz,Bold Ceramic Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_133/600/600
hgYPCqdL2GNdNrpducoh,Bold Console Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Console%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_109/600/600
j660fIjW9s5KXc6Oq82W,Bold Console Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Console%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_124/600/600
fm0wO52Yq9SfBf7s6C6G,Bold Duvet Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Duvet%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_106/600/600
oCIOqIGeOwgWDBHjgFIT,Bold Duvet Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Duvet%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_198/600/600
oVugwD7FWV0cRgzscTk9,Bold Floor Lamp,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Floor%20Lamp%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_74/600/600
XENh1h4zqTwzlWVMUTwK,Bold Floor Lamp,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Floor%20Lamp%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_82/600/600
ehiiXoBlePcrdKXD8UDe,Bold Framed Print,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Framed%20Print%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_99/600/600
DoUrjVaYMO8DGSUKqZMS,Bold Indoor Plant,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Indoor%20Plant%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_106/600/600
pwl74qVhsbb3TF0B2KB4,Bold Indoor Plant,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Indoor%20Plant%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_194/600/600
YmRxIaSGCenthPq7Y0uB,Bold Indoor Plant,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Indoor%20Plant%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_121/600/600
cSW416UVLkW9wB19XOUt,Bold Kitchen Decor,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_134/600/600
fDIge9NJQe5hbLkOOkk0,Bold Kitchen Decor,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_148/600/600
AiIxLrZeSPXNK4KnCqn2,Bold Pendant Light,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Pendant%20Light%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_16/600/600
PWaGYUh8KhJuudoWcVUY,Bold Pillow Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Pillow%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_167/600/600
lOWsSSqKZlMjJUuIC695,Bold Planter,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Planter%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_75/600/600
HfoDYcB4eY89YU4afhNC,Bold Runner Rug,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs,https://picsum.photos/seed/rugs_195/600/600
ItEpkBYUXC3n6Q19eLjt,Bold Runner Rug,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs,https://picsum.photos/seed/rugs_108/600/600
M9A71PUoXh3XZobuhLv5,Bold Runner Rug,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs,https://picsum.photos/seed/rugs_154/600/600
BezxnEQkO78i5hua9HFU,Bold Serving Tray,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_171/600/600
tGRDTenCeUu5pwbXEoE0,Bold Serving Tray,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_10/600/600
iDJYYD0yYoGqEVnk2x5i,Bold Sheet Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Sheet%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_69/600/600
sOHUweYkXxmWSYXgbm2K,Bold Sheet Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Sheet%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_192/600/600
scISFn5t8HSLHJv82B3q,Bold Shelf Unit,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Shelf%20Unit%20SwipeShop%20Studio%20storage,https://picsum.photos/seed/storage_46/600/600
Wp5Hh4nwZWWDScLuEzhV,Bold Side Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Side%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_20/600/600
ZMTZ9rPmPnW9rjvkcwkS,Bold Side Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Side%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_170/600/600
H4JvMXlGzmKD5vy0Eym4,Bold Stool,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Stool%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_141/600/600
rcRRaBSPgP77hVHGbwNT,Bold Stool,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Stool%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_45/600/600
sMgGuRdP9c73ZDmyE1yH,Bold Storage Basket,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Storage%20Basket%20SwipeShop%20Studio%20storage,https://picsum.photos/seed/storage_94/600/600
1XUoQVMrPBrQkhbqgm3u,Bold Table Lamp,Amazon,SwipeShop Studio,B0DHL46YF2,true,false,false,false,https://www.amazon.ca/dp/B0DHL46YF2/ref=nosim?tag=YOURREALTAG-20,https://picsum.photos/seed/lighting_46/600/600
sy6tlCb2EAEsgxs9KWxN,Bold Table Lamp,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Table%20Lamp%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_48/600/600
VG0lk5f4d19OqMlNXoNL,Bold Table Lamp,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Table%20Lamp%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_5/600/600
58CKdM5EQMF8HYsFeoKl,Bold Vanity Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_47/600/600
FH48pPgzPrmyRMbAz3gF,Bold Wall Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_182/600/600
qyCE78k5t65imFonqNgd,Bold Wall Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_153/600/600
rFBatjZVN98Q24F4LLeL,Bold Wall Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_89/600/600
AinFjKrLSkDHZ2bQxBFr,Bold Wall Poster,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Wall%20Poster%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_103/600/600
ya7c3CRvsqi4RGmSQJbf,Bold Wall Poster,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Bold%20Wall%20Poster%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_81/600/600
xHwbheirofCwBoM9w7G6,Bouclé Accent Chair,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Boucl%C3%A9%20Accent%20Chair%20SwipeShop%20Studio%20Seating,https://picsum.photos/seed/seating_01/600/600
YFoskHPJTgdUzqAAPLOs,Bouclé Accent Chair,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Boucl%C3%A9%20Accent%20Chair%20SwipeShop%20Studio%20Seating,https://picsum.photos/seed/seating_01/600/600
h4MgW7vY86kEVlsq86NC,Ceramic Planter Set (2-pack),Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Ceramic%20Planter%20Set%20(2-pack)%20SwipeShop%20Studio%20Plants,https://picsum.photos/seed/plants_02/600/600
YMwZr5XmQ3QjU3tYIWTM,Ceramic Planter Set (2-pack),Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Ceramic%20Planter%20Set%20(2-pack)%20SwipeShop%20Studio%20Plants,https://picsum.photos/seed/plants_02/600/600
hvZH5FPxw5aVhaRbDXf6,Ceramic Vase (Kitchen Shelf),Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Ceramic%20Vase%20(Kitchen%20Shelf)%20SwipeShop%20Studio%20Kitchen%20Decor,https://picsum.photos/seed/kitchen_03/600/600
VKvvkAi4r0pAkIsC59uh,Ceramic Vase (Kitchen Shelf),Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Ceramic%20Vase%20(Kitchen%20Shelf)%20SwipeShop%20Studio%20Kitchen%20Decor,https://picsum.photos/seed/kitchen_03/600/600
XZtwaNwm08Gj9ePWXNGp,Classic Accent Chair,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Accent%20Chair%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_27/600/600
U8cavhZoProJ1QaZFbLa,Classic Area Rug,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Area%20Rug%20SwipeShop%20Studio%20rugs,https://picsum.photos/seed/rugs_50/600/600
Z5IoBoU02qqJ5PB4FKxj,Classic Area Rug,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Area%20Rug%20SwipeShop%20Studio%20rugs,https://picsum.photos/seed/rugs_1/600/600
AE9cH4btnjlLoBbCQfXc,Classic Bench,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Bench%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_170/600/600
k47aOiIE7dctCAU01BY8,Classic Bench,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Bench%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_191/600/600
lptByxWriF8nlfD96WOl,Classic Bench,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Bench%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_175/600/600
o2hAe9TlzqEvU2gDVIdo,Classic Bench,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Bench%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_160/600/600
98UB6BmA30SRodXMqLZC,Classic Canvas Art,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_166/600/600
KYOsMCS5viqcBDLglZkI,Classic Canvas Art,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_68/600/600
Mex7Npc11EWv8BEMdFU1,Classic Ceramic Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_101/600/600
RDqmiKLKcNHsM71BCVN1,Classic Ceramic Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_149/600/600
7vUInzzbM6RX2yfvJlw2,Classic Coffee Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Coffee%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_116/600/600
cTqVOpeH2ayJtf2x2NIb,Classic Coffee Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Coffee%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_186/600/600
Y9DkeoFM4dJwiKRY0gqR,Classic Coffee Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Coffee%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_194/600/600
yDwH1pTrlRHaVGC7IEQO,Classic Coffee Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Coffee%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_156/600/600
DbjcyZ15stH9CBYnbAKZ,Classic Console Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Console%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_40/600/600
jLedbnsbpiTFlpfcthUi,Classic Console Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Console%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_64/600/600
jbClP7bczM4DOCn8E4aN,Classic Duvet Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Duvet%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_146/600/600
iezzTOe7FzWDQ6P1AtZu,Classic Floor Lamp,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Floor%20Lamp%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_94/600/600
tUyiAW0vbnGXMt4ayoSI,Classic Floor Lamp,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Floor%20Lamp%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_135/600/600
Y45emFk8pvBLwQTABzDs,Classic Floor Lamp,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Floor%20Lamp%20SwipeShop%20Studio%20lighting,https://picsum.photos/seed/lighting_24/600/600
8GKqjfjp2vNGMENqj03p,Classic Kitchen Decor,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_91/600/600
B9wTLFkCR07DDoZFPTga,Classic Organizer,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Organizer%20SwipeShop%20Studio%20storage,https://picsum.photos/seed/storage_146/600/600
bBJcJFGmgEoE1ChtyAOn,Classic Planter,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_176/600/600
C1o6MhHyVAJCOHDuMUSa,Classic Planter,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_62/600/600
fvSvoYHs4RW3kJOpi3uD,Classic Planter,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_178/600/600
goK3cJM1yFsHpeRVuPH7,Classic Planter,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_58/600/600
KAJANlCjjlfvv4RTSVdk,Classic Planter,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_68/600/600
xZeqhNkIx8yzKsqylGQI,Classic Planter,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_190/600/600
sERKbObzmbs2WN1Ix4t7,Classic Potted Plant,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Potted%20Plant%20SwipeShop%20Studio%20plants,https://picsum.photos/seed/plants_107/600/600
0jNp8d45kKVNFlK6ZNiZ,Classic Round Mirror,Amazon,SwipeShop Studio,B0CL8R9KG5,true,true,false,false,https://www.amazon.ca/dp/B0CL8R9KG5/ref=nosim?tag=YOURREALTAG-20,https://images.thdstatic.com/productImages/437042f7-1979-4fbd-b802-69be15738785/svn/ebikebc-wall-mirrors-e-b36-64_600.jpg
fkBiKSOe3b8ZmdODYORl,Classic Round Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Round%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_33/600/600
ItCpe247P4fqC9yNq6Zx,Classic Round Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Round%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_90/600/600
ZDyjaR2ecEf4Hiww79bo,Classic Serving Tray,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor,https://picsum.photos/seed/kitchen_decor_17/600/600
kCQ4Q2GVoduhk29LsDP2,Classic Sheet Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Sheet%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_38/600/600
mvPRDTn6IsO4iXZEjiQY,Classic Sheet Set,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Sheet%20Set%20SwipeShop%20Studio%20bedding,https://picsum.photos/seed/bedding_173/600/600
0gODIckhMRY7QwHGJ7Bh,Classic Shelf Unit,Amazon,SwipeShop Studio,B0932PSJ1K,true,false,false,false,https://www.amazon.ca/dp/B0932PSJ1K/ref=nosim?tag=YOURREALTAG-20,https://images.thdstatic.com/productImages/5777c42358324d94b47bb931c4b2415f/svn/black-tileon-pantry-organizers-aybszhd2729-64_600.jpg
662vt88BXlU1YuUq7kzd,Classic Shelf Unit,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage,https://picsum.photos/seed/storage_26/600/600
Gph67eKsyZvpcP9nsof1,Classic Shelf Unit,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage,https://picsum.photos/seed/storage_57/600/600
L6ahdqndO94vzhPw2DxP,Classic Side Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_182/600/600
QDlwKWdA9DEJgX6PeC4e,Classic Side Table,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Side%20Table%20SwipeShop%20Studio%20tables,https://picsum.photos/seed/tables_83/600/600
fCng9Vx9Z3UbbHYNi6Iw,Classic Stool,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Stool%20SwipeShop%20Studio%20seating,https://picsum.photos/seed/seating_12/600/600
TrkWmMX3QppV8s27M6Ct,Classic Storage Basket,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Storage%20Basket%20SwipeShop%20Studio%20storage,https://picsum.photos/seed/storage_110/600/600
CyezIcJVVAkbg0F2UAaZ,Classic Vanity Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_131/600/600
ASkgYbBiaxTYCH6NlQ41,Classic Wall Mirror,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors,https://picsum.photos/seed/mirrors_45/600/600
45Rpj421wRUEt3uUj3X1,Classic Wall Poster,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_58/600/600
bcTlOJGTwTXk9TN5CC45,Classic Wall Poster,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_144/600/600
exYAmdurg6SHcD8lW5rZ,Classic Wall Poster,Amazon,SwipeShop Studio,,true,false,false,false,https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art,https://picsum.photos/seed/wall_art_123/600/600
