"id","name","retailer","category","price","purchaseUrl","asin"
"2rt88QgqOQfvU8FfH5tr","Modern Area Rug","Amazon","storage","94.99","https://www.amazon.ca/dp/B0F3Y4NLSL/ref=nosim?tag=YOURREALTAG-20","B0F3Y4NLSL"
"3CI067BHtUQfr5Gl8nX9","Minimal Side Table","Amazon","storage","153.99","https://www.amazon.ca/dp/B0DDPY7Y8D/ref=nosim?tag=YOURREALTAG-20","B0DDPY7Y8D"
"3IvvkM1cjwWKvWe2xqWz","Modern Area Rug","Amazon","storage","106.99","https://www.amazon.ca/dp/B0DFQBDTH1/ref=nosim?tag=YOURREALTAG-20","B0DFQBDTH1"
"3MACvF4c8REBDFb1aYjw","Modern Indoor Plant","Amazon","plants","30.99","https://www.amazon.ca/dp/B0CBYLJSGG/ref=nosim?tag=YOURREALTAG-20","B0CBYLJSGG"
"3TIxQTdGFSBb7x9Z7g5e","Wood Side Table","Amazon","storage","69.99","https://www.amazon.ca/dp/B0CC2B8DYK/ref=nosim?tag=YOURREALTAG-20","B0CC2B8DYK"
"3XXA6Rx0r7qULUk3xLFK","Vintage Pattern Rug","Amazon","storage","109.99","https://www.amazon.ca/s?k=Vintage%20Pattern%20Rug%20SwipeShop%20Studio%20Rugs",""
"3i91qW7P7YyclDNkMvez","Minimal Storage Basket","Amazon","storage","41.99","https://www.amazon.ca/s?k=Minimal%20Storage%20Basket%20SwipeShop%20Studio%20storage",""
"3jCrenVGzmN4a4gdgSOF","Cozy Organizer","Amazon","storage","53.99","https://www.amazon.ca/s?k=Cozy%20Organizer%20SwipeShop%20Studio%20storage",""
"3kJktPZUIZ9zxjLfwYqP","Modern Area Rug","Amazon","storage","85.99","https://www.amazon.ca/s?k=Modern%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"3qgBcY9VFMj8K5yccaic","Modern Wool Rug","Amazon","storage","97.99","https://www.amazon.ca/s?k=Modern%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"3wW1gb9Z9Uu8AzHrBNpk","Neutral Side Table","Amazon","storage","156.99","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables",""
"3zkE7QBUmNiBcCuK2jqS","Neutral Sheet Set","Amazon","cozy-bedroom","87.99","https://www.amazon.ca/s?k=Neutral%20Sheet%20Set%20SwipeShop%20Studio%20bedding",""
"412yQa2CNdSB3vhDwEeQ","Soft Bench","Amazon","storage","173.99","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating",""
"45Rpj421wRUEt3uUj3X1","Classic Wall Poster","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"47YsotDqXp9BEhfpv0EJ","Soft Floor Lamp","Amazon","lighting","52.99","https://www.amazon.ca/s?k=Soft%20Floor%20Lamp%20SwipeShop%20Studio%20lighting",""
"4PNJeqmQbezgstreV1Rt","Bold Accent Chair","Amazon","storage","167.99","https://www.amazon.ca/s?k=Bold%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"4Zv6M1Jic8q4Luh3ldHM","Modern Indoor Plant","Amazon","plants","42.99","https://www.amazon.ca/s?k=Modern%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"50hRpp0WyhPKOWYg3irI","Minimal Runner Rug","Amazon","storage","85.99","https://www.amazon.ca/s?k=Minimal%20Runner%20Rug%20SwipeShop%20Studio%20rugs",""
"58CKdM5EQMF8HYsFeoKl","Bold Vanity Mirror","Amazon","mirrors","77.99","https://www.amazon.ca/s?k=Bold%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"5HvlSDZ0FaoEO2w7aXYF","Cozy Canvas Art","Amazon","wall-decor","48.99","https://www.amazon.ca/s?k=Cozy%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"5XV87SntrqfajztESE9k","Classic Wool Rug","Amazon","storage","103.99","https://www.amazon.ca/s?k=Classic%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"5XpQgajn5f7unUDbpTUS","Neutral Sheet Set","Amazon","cozy-bedroom","84.99","https://www.amazon.ca/s?k=Neutral%20Sheet%20Set%20SwipeShop%20Studio%20bedding",""
"5upfzXXsGsKdnwLTrmR1","Minimal Coffee Table","Amazon","storage","153.99","https://www.amazon.ca/s?k=Minimal%20Coffee%20Table%20SwipeShop%20Studio%20tables",""
"662vt88BXlU1YuUq7kzd","Classic Shelf Unit","Amazon","storage","44.99","https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
"68AZTsMnHgF8i0HJxih8","Cozy Shelf Unit","Amazon","storage","41.99","https://www.amazon.ca/s?k=Cozy%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
"6NQr8xNQTi7qJ4PKUy13","Soft Framed Print","Amazon","wall-decor","48.99","https://www.amazon.ca/s?k=Soft%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"6dH434bIm7GC2IplbR6F","Modern Pillow Set","Amazon","cozy-bedroom","87.99","https://www.amazon.ca/s?k=Modern%20Pillow%20Set%20SwipeShop%20Studio%20bedding",""
"6h4oNBT8SWgZG9myI8jU","Neutral Pendant Light","Amazon","lighting","73.99","https://www.amazon.ca/s?k=Neutral%20Pendant%20Light%20SwipeShop%20Studio%20lighting",""
"6nX61zTS0T5yAB2FK5IJ","Minimal Serving Tray","Amazon","storage","28.99","https://www.amazon.ca/s?k=Minimal%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor",""
"6wtOmNX5qQ4rXcfrKhba","Modern Area Rug","Amazon","storage","97.99","https://www.amazon.ca/s?k=Modern%20Area%20Rug%20SwipeShop%20Studio%20rugs",""
"71zPtMZHKYe8jb2WhUK2","Modern Ceramic Set","Amazon","storage","34.99","https://www.amazon.ca/s?k=Modern%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"7SdJ91CScknwY505lNT1","Minimal Framed Print","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Minimal%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"7lsII38thluMshsmjsqv","Soft Framed Print","Amazon","wall-decor","57.99","https://www.amazon.ca/s?k=Soft%20Framed%20Print%20SwipeShop%20Studio%20wall_art",""
"7nbrSWjG1EL3ZPZhFo4S","Cozy Potted Plant","Amazon","plants","33.99","https://www.amazon.ca/s?k=Cozy%20Potted%20Plant%20SwipeShop%20Studio%20plants",""
"7pMmtKvfIrfzREElATdH","Cozy Vanity Mirror","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"7vUInzzbM6RX2yfvJlw2","Classic Coffee Table","Amazon","storage","144.99","https://www.amazon.ca/s?k=Classic%20Coffee%20Table%20SwipeShop%20Studio%20tables",""
"879mM2ZfJNtaYbH1ErWp","Minimal Organizer","Amazon","storage","32.99","https://www.amazon.ca/s?k=Minimal%20Organizer%20SwipeShop%20Studio%20storage",""
"8GKqjfjp2vNGMENqj03p","Classic Kitchen Decor","Amazon","storage","19.99","https://www.amazon.ca/s?k=Classic%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor",""
"8MGVqC5R9DFja2P4xHlv","Soft Coffee Table","Amazon","storage","144.99","https://www.amazon.ca/s?k=Soft%20Coffee%20Table%20SwipeShop%20Studio%20tables",""
"8Z0NieE2XyDTyqv3nNL1","Cozy Accent Chair","Amazon","storage","152.99","https://www.amazon.ca/s?k=Cozy%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"8eE3gMAxLARVgGGTI632","Soft Table Lamp","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Soft%20Table%20Lamp%20SwipeShop%20Studio%20lighting",""
"8joz5ayFmSriprsu5mSc","Minimal Shelf Unit","Amazon","storage","139.99","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20Storage",""
"8zM7Jg35UOAuZkSxTlNk","Soft Floor Lamp","Amazon","lighting","70.99","https://www.amazon.ca/s?k=Soft%20Floor%20Lamp%20SwipeShop%20Studio%20lighting",""
"96Tk11l4wOaeSCYOpbtY","Modern Floor Lamp","Amazon","lighting","55.99","https://www.amazon.ca/s?k=Modern%20Floor%20Lamp%20SwipeShop%20Studio%20lighting",""
"98UB6BmA30SRodXMqLZC","Classic Canvas Art","Amazon","wall-decor","54.99","https://www.amazon.ca/s?k=Classic%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"9QV8YuewU5ZTwfDOho8M","Soft Bench","Amazon","storage","155.99","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating",""
"9WvH9C3o7Mprjqogh42d","Minimal Console Table","Amazon","storage","129.99","https://www.amazon.ca/s?k=Minimal%20Console%20Table%20SwipeShop%20Studio%20Tables",""
"9YNOvVfKZF2HAW0XyHfz","Soft Accent Chair","Amazon","storage","167.99","https://www.amazon.ca/s?k=Soft%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"9dFmATIaupwQyV8jMoeX","Neutral Wool Rug","Amazon","storage","103.99","https://www.amazon.ca/s?k=Neutral%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"9vnngoq5Ey0CLrswiJFg","Minimal Bench","Amazon","storage","176.99","https://www.amazon.ca/s?k=Minimal%20Bench%20SwipeShop%20Studio%20seating",""
"9yxtGnYVduCs3ZczS4t5","Neutral Console Table","Amazon","storage","150.99","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables",""
"A7PeBUvoCb3brse6q1lC","Cozy Vanity Mirror","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Cozy%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"AE9cH4btnjlLoBbCQfXc","Classic Bench","Amazon","storage","176.99","https://www.amazon.ca/s?k=Classic%20Bench%20SwipeShop%20Studio%20seating",""
"ASkgYbBiaxTYCH6NlQ41","Classic Wall Mirror","Amazon","mirrors","71.99","https://www.amazon.ca/s?k=Classic%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors",""
"ATLemfWOdFmQ67A9Ultx","Modern Shelf Unit","Amazon","storage","35.99","https://www.amazon.ca/s?k=Modern%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
"AVhqllYH8HD3EIX5x4tb","Modern Vanity Mirror","Amazon","mirrors","59.99","https://www.amazon.ca/s?k=Modern%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"AhWQByDizdet2QOvKlse","Minimal Wall Poster","Amazon","wall-decor","60.99","https://www.amazon.ca/s?k=Minimal%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"AiIxLrZeSPXNK4KnCqn2","Bold Pendant Light","Amazon","lighting","64.99","https://www.amazon.ca/s?k=Bold%20Pendant%20Light%20SwipeShop%20Studio%20lighting",""
"AinFjKrLSkDHZ2bQxBFr","Bold Wall Poster","Amazon","wall-decor","45.99","https://www.amazon.ca/s?k=Bold%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"B4JpjRxtZjLL27uuAPDA","Minimal Storage Basket","Amazon","storage","32.99","https://www.amazon.ca/s?k=Minimal%20Storage%20Basket%20SwipeShop%20Studio%20storage",""
"B9wTLFkCR07DDoZFPTga","Classic Organizer","Amazon","storage","44.99","https://www.amazon.ca/s?k=Classic%20Organizer%20SwipeShop%20Studio%20storage",""
"BXFtGgQbDjzmuBP6hh9P","Minimal Stool","Amazon","storage","167.99","https://www.amazon.ca/s?k=Minimal%20Stool%20SwipeShop%20Studio%20seating",""
"BYmMOYmOWhlXTiLneaSM","Hanging Plant Pot","Amazon","plants","19.99","https://www.amazon.ca/s?k=Hanging%20Plant%20Pot%20SwipeShop%20Studio%20Plants",""
"Bcjj69T9i0clSLvLRCt4","Soft Wall Mirror","Amazon","mirrors","86.99","https://www.amazon.ca/s?k=Soft%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors",""
"BezxnEQkO78i5hua9HFU","Bold Serving Tray","Amazon","storage","19.99","https://www.amazon.ca/s?k=Bold%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor",""
"Bj2KF1qA7148VznNzIvs","Soft Wool Rug","Amazon","storage","82.99","https://www.amazon.ca/s?k=Soft%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"BzBjYH9lbgGpY700JfdQ","Wood Cutting Board Set","Amazon","storage","29.99","https://www.amazon.ca/s?k=Wood%20Cutting%20Board%20Set%20SwipeShop%20Studio%20Kitchen%20Decor",""
"C1o6MhHyVAJCOHDuMUSa","Classic Planter","Amazon","plants","27.99","https://www.amazon.ca/s?k=Classic%20Planter%20SwipeShop%20Studio%20plants",""
"C8ey8HL6LzscsBLnzUmp","Soft Side Table","Amazon","storage","144.99","https://www.amazon.ca/s?k=Soft%20Side%20Table%20SwipeShop%20Studio%20tables",""
"CBz1PpqW14by4dXjK2HJ","Landscape Poster","Amazon","wall-decor","24.99","https://www.amazon.ca/s?k=Landscape%20Poster%20SwipeShop%20Studio%20Wall%20Art",""
"COwLGDg4mr21fUWJm1d3","Neutral Organizer","Amazon","storage","41.99","https://www.amazon.ca/s?k=Neutral%20Organizer%20SwipeShop%20Studio%20storage",""
"CPv0CDYkjv0mqzqm2JCr","Modern Shelf Unit","Amazon","storage","29.99","https://www.amazon.ca/s?k=Modern%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
"CasI8k1vrWET1WdEI0zQ","Wood Side Table","Amazon","storage","69.99","https://www.amazon.ca/s?k=Wood%20Side%20Table%20SwipeShop%20Studio%20Tables",""
"CbR2KgXzl8n4eStIVvQz","Linen Duvet Set","Amazon","cozy-bedroom","119.99","https://www.amazon.ca/s?k=Linen%20Duvet%20Set%20SwipeShop%20Studio%20Bedding",""
"Cy0ImK5LbFry1rvyoOik","Bold Ceramic Set","Amazon","storage","40.99","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"CyezIcJVVAkbg0F2UAaZ","Classic Vanity Mirror","Amazon","mirrors","59.99","https://www.amazon.ca/s?k=Classic%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"D2wv5aRMwrHe4h65JT18","Minimal Pillow Set","Amazon","cozy-bedroom","96.99","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding",""
"D8bmaalqScM8Z2b69302","Modern Coffee Table","Amazon","storage","147.99","https://www.amazon.ca/s?k=Modern%20Coffee%20Table%20SwipeShop%20Studio%20tables",""
"DGkxIvhZfy9HtVYWW28L","Modern Pendant Light","Amazon","lighting","73.99","https://www.amazon.ca/s?k=Modern%20Pendant%20Light%20SwipeShop%20Studio%20lighting",""
"DSFyY4qR3I8pXVYKt3C1","Minimal Ceramic Set","Amazon","storage","25.99","https://www.amazon.ca/s?k=Minimal%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"DbjcyZ15stH9CBYnbAKZ","Classic Console Table","Amazon","storage","156.99","https://www.amazon.ca/s?k=Classic%20Console%20Table%20SwipeShop%20Studio%20tables",""
"Dla3rrKjz89L3HAwytFr","Neutral Kitchen Decor","Amazon","storage","34.99","https://www.amazon.ca/s?k=Neutral%20Kitchen%20Decor%20SwipeShop%20Studio%20kitchen_decor",""
"DngeAvI1WWuy5xKPjuOs","Cozy Wall Mirror","Amazon","mirrors","80.99","https://www.amazon.ca/s?k=Cozy%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors",""
"DoUrjVaYMO8DGSUKqZMS","Bold Indoor Plant","Amazon","plants","39.99","https://www.amazon.ca/s?k=Bold%20Indoor%20Plant%20SwipeShop%20Studio%20plants",""
"Drl0P5sysWuoCnDJ5bKU","Soft Serving Tray","Amazon","storage","19.99","https://www.amazon.ca/s?k=Soft%20Serving%20Tray%20SwipeShop%20Studio%20kitchen_decor",""
"Dw9CulNFtMq5ONVfsxgP","Soft Table Lamp","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Soft%20Table%20Lamp%20SwipeShop%20Studio%20lighting",""
"Dy2pHWRdHm8NqrnNyMOS","Modern Ceramic Set","Amazon","storage","31.99","https://www.amazon.ca/s?k=Modern%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"E20S0DpEV5yysDPK9ILI","Modern Table Lamp","Amazon","lighting","49.99","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20Lightning",""
"EIrCkLro1BTxMCzovh4m","Cozy Wool Rug","Amazon","storage","106.99","https://www.amazon.ca/s?k=Cozy%20Wool%20Rug%20SwipeShop%20Studio%20rugs",""
"EVMtl4FSsITPTsDKxk47","Modern Accent Chair","Amazon","storage","176.99","https://www.amazon.ca/s?k=Modern%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"EVzzZE2CDnt2r5fmOt5K","Minimal Pillow Set","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding",""
"EWpbaySRFau8gNaM91pt","Cozy Accent Chair","Amazon","storage","170.99","https://www.amazon.ca/s?k=Cozy%20Accent%20Chair%20SwipeShop%20Studio%20seating",""
"EfPa779vIfB8tq6x7FwR","Cozy Coffee Table","Amazon","storage","156.99","https://www.amazon.ca/s?k=Cozy%20Coffee%20Table%20SwipeShop%20Studio%20tables",""
"Ep6lF3ZOzzDNqS1MhE9F","Minimal Stool","Amazon","storage","155.99","https://www.amazon.ca/s?k=Minimal%20Stool%20SwipeShop%20Studio%20seating",""
"Eqz5YKYwFoOdlcqjIi40","Faux Olive Tree","Amazon","plants","79.99","https://www.amazon.ca/s?k=Faux%20Olive%20Tree%20SwipeShop%20Studio%20Plants",""
"F08hJ9GAZtSmqfzwJj6R","Minimal Vanity Mirror","Amazon","mirrors","65.99","https://www.amazon.ca/s?k=Minimal%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"FEQ7GCTJ4WrAcLtkCIZZ","Entryway Shoe Cabinet","Amazon","storage","159.99","https://www.amazon.ca/s?k=Entryway%20Shoe%20Cabinet%20SwipeShop%20Studio%20Storage",""
"FH48pPgzPrmyRMbAz3gF","Bold Wall Mirror","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Bold%20Wall%20Mirror%20SwipeShop%20Studio%20mirrors",""
"FPY72MOkE4xO48B80x9B","Neutral Vanity Mirror","Amazon","mirrors","74.99","https://www.amazon.ca/s?k=Neutral%20Vanity%20Mirror%20SwipeShop%20Studio%20mirrors",""
"FQRKgEUB9TkNZaVKRial","Neutral Side Table","Amazon","storage","129.99","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables",""
"FTGkeqyCByUkUSLRs1GP","Minimal Runner Rug","Amazon","storage","59.99","https://www.amazon.ca/s?k=Minimal%20Runner%20Rug%20SwipeShop%20Studio%20Rugs",""
"FUjiAwBCpaLHKDghhtIO","Minimal Potted Plant","Amazon","plants","27.99","https://www.amazon.ca/s?k=Minimal%20Potted%20Plant%20SwipeShop%20Studio%20plants",""
"FVbdKy6519GIVRLfFYfn","Minimal Round Mirror","Amazon","mirrors","62.99","https://www.amazon.ca/s?k=Minimal%20Round%20Mirror%20SwipeShop%20Studio%20mirrors",""
"FgqBCzirAf5RpnLvY4SD","Soft Runner Rug","Amazon","storage","88.99","https://www.amazon.ca/s?k=Soft%20Runner%20Rug%20SwipeShop%20Studio%20rugs",""
"FjBw9AB5vswGDA2twNeE","Neutral Console Table","Amazon","storage","132.99","https://www.amazon.ca/s?k=Neutral%20Console%20Table%20SwipeShop%20Studio%20tables",""
"FktYZkf1XtixBN9dqbhy","Cozy Bench","Amazon","storage","152.99","https://www.amazon.ca/s?k=Cozy%20Bench%20SwipeShop%20Studio%20seating",""
"FoUSn6dyQIrv8ZUjcrmC","Woven Storage Basket","Amazon","storage","24.99","https://www.amazon.ca/s?k=Woven%20Storage%20Basket%20SwipeShop%20Studio%20Storage",""
"G58YHXBd57w3nNqvbsYL","Minimal Shelf Unit","Amazon","storage","53.99","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
"Gcpej4Q92ZYWkvIdBxsw","Minimal Planter","Amazon","plants","51.99","https://www.amazon.ca/s?k=Minimal%20Planter%20SwipeShop%20Studio%20plants",""
"GjzjySmaBnR9m0J8CY62","Soft Wall Poster","Amazon","wall-decor","51.99","https://www.amazon.ca/s?k=Soft%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"GnCqgDVapLweVSpGpEUq","Soft Bench","Amazon","storage","152.99","https://www.amazon.ca/s?k=Soft%20Bench%20SwipeShop%20Studio%20seating",""
"Gph67eKsyZvpcP9nsof1","Classic Shelf Unit","Amazon","storage","47.99","https://www.amazon.ca/s?k=Classic%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
"GyqkpejgA81pSmDoo3u0","Bold Ceramic Set","Amazon","storage","40.99","https://www.amazon.ca/s?k=Bold%20Ceramic%20Set%20SwipeShop%20Studio%20kitchen_decor",""
"H4JvMXlGzmKD5vy0Eym4","Bold Stool","Amazon","storage","149.99","https://www.amazon.ca/s?k=Bold%20Stool%20SwipeShop%20Studio%20seating",""
"H8xdUfqETJS2MIRlO47s","Modern Floor Lamp","Amazon","lighting","76.99","https://www.amazon.ca/s?k=Modern%20Floor%20Lamp%20SwipeShop%20Studio%20lighting",""
"HSZrWfxiXuuevvlnT4qG","Minimal Pillow Set","Amazon","cozy-bedroom","78.99","https://www.amazon.ca/s?k=Minimal%20Pillow%20Set%20SwipeShop%20Studio%20bedding",""
"HfoDYcB4eY89YU4afhNC","Bold Runner Rug","Amazon","storage","91.99","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs",""
"HgGe5ua4dgui4dljcljW","Minimal Shelf Unit","Amazon","storage","139.99","https://www.amazon.ca/s?k=Minimal%20Shelf%20Unit%20SwipeShop%20Studio%20Storage",""
"HnoAE1mhxHE2uNmm4xIM","Modern Duvet Set","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Modern%20Duvet%20Set%20SwipeShop%20Studio%20bedding",""
"Hw1pYjPGEY2jlhba4ZBn","Soft Coffee Table","Amazon","storage","144.99","https://www.amazon.ca/s?k=Soft%20Coffee%20Table%20SwipeShop%20Studio%20tables",""
"Hydlaj7TRLlUCo26AmWK","Round Wall Mirror","Amazon","mirrors","59.99","https://www.amazon.ca/s?k=Round%20Wall%20Mirror%20SwipeShop%20Studio%20Mirrors",""
"HywrEGnULzJL1bsYEVfS","Soft Stool","Amazon","storage","158.99","https://www.amazon.ca/s?k=Soft%20Stool%20SwipeShop%20Studio%20seating",""
"I8BEqPOvztwVHbKl5pwM","Classic Wall Poster","Amazon","wall-decor","42.99","https://www.amazon.ca/s?k=Classic%20Wall%20Poster%20SwipeShop%20Studio%20wall_art",""
"IlNv9KioYhOpgZd7yM6d","Neutral Side Table","Amazon","storage","144.99","https://www.amazon.ca/s?k=Neutral%20Side%20Table%20SwipeShop%20Studio%20tables",""
"ItCpe247P4fqC9yNq6Zx","Classic Round Mirror","Amazon","mirrors","86.99","https://www.amazon.ca/s?k=Classic%20Round%20Mirror%20SwipeShop%20Studio%20mirrors",""
"ItEpkBYUXC3n6Q19eLjt","Bold Runner Rug","Amazon","storage","100.99","https://www.amazon.ca/s?k=Bold%20Runner%20Rug%20SwipeShop%20Studio%20rugs",""
"IuYeHxjWQwjzxIwZXBUh","Neutral Duvet Set","Amazon","cozy-bedroom","81.99","https://www.amazon.ca/s?k=Neutral%20Duvet%20Set%20SwipeShop%20Studio%20bedding",""
"J4a68d042Rba8gwIejSt","Modern Table Lamp","Amazon","lighting","49.99","https://www.amazon.ca/s?k=Modern%20Table%20Lamp%20SwipeShop%20Studio%20Lighting",""
"JGEloy7I8aMrO4Mg6FCt","Cozy Canvas Art","Amazon","wall-decor","42.99","https://www.amazon.ca/s?k=Cozy%20Canvas%20Art%20SwipeShop%20Studio%20wall_art",""
"JJEfWrWLmzilbd4ySD1b","Modern Stool","Amazon","storage","176.99","https://www.amazon.ca/s?k=Modern%20Stool%20SwipeShop%20Studio%20seating",""
"JSumpMGXMm3ovM0Qkzlq","Soft Shelf Unit","Amazon","storage","35.99","https://www.amazon.ca/s?k=Soft%20Shelf%20Unit%20SwipeShop%20Studio%20storage",""
